N,P,K,temperature,humidity,ph,rainfall,label
109,57,51,22.44,88.79,6.78,272.76,banana
84,60,64,20.29,80.69,6.92,226.42,banana
106,79,68,27.77,60.22,6.13,243.61,banana
98,54,68,24.04,89.47,6.07,135.58,banana
87,54,59,29.42,84.9,6.12,151.66,banana
92,77,50,28.12,61.59,6.55,111.15,banana
105,65,62,34.93,74.41,6.23,213.17,banana
85,63,67,26.77,81.56,6.38,198.47,banana
89,66,72,23.27,67.51,6.75,192.64,banana
105,56,61,29.47,76.29,5.69,175.16,banana
104,62,70,26.7,83.34,5.83,132.91,banana
81,74,62,34.0,87.98,5.69,176.41,banana
85,72,65,29.47,81.45,6.14,161.29,banana
91,54,52,23.68,81.53,6.67,234.68,banana
108,67,61,21.18,69.93,5.87,297.6,banana
114,71,53,34.94,84.02,6.77,227.05,banana
94,77,59,33.88,70.98,5.66,240.48,banana
81,73,72,34.97,85.74,6.11,296.05,banana
93,74,65,20.67,78.68,5.96,173.75,banana
102,70,74,21.74,85.33,5.71,204.05,banana
115,77,62,30.09,80.68,6.01,143.12,banana
118,61,51,23.01,84.15,6.78,157.83,banana
90,54,52,28.51,71.31,6.95,154.71,banana
116,68,77,28.05,75.08,5.89,240.27,banana
106,52,51,29.99,84.68,5.52,208.4,banana
108,69,78,21.08,80.53,6.25,253.03,banana
85,58,74,32.29,76.1,6.79,142.61,banana
104,74,68,29.65,82.88,6.38,153.25,banana
82,77,70,34.02,66.2,6.6,273.29,banana
103,67,69,28.19,62.68,6.13,270.66,banana
118,74,63,33.76,82.94,5.62,189.5,banana
119,67,72,21.52,78.69,6.03,257.78,banana
115,66,54,23.54,81.41,6.81,125.36,banana
86,53,75,20.67,68.67,6.18,123.4,banana
108,72,70,21.59,75.18,6.72,287.23,banana
96,75,63,27.94,77.53,6.7,168.19,banana
97,72,79,32.7,84.96,6.11,166.66,banana
96,68,76,33.63,78.14,6.29,211.49,banana
89,59,73,34.24,69.15,5.75,192.13,banana
95,56,65,33.16,68.71,5.62,159.7,banana
100,67,60,25.66,67.75,5.87,191.55,banana
99,74,51,21.15,79.92,5.86,197.86,banana
118,50,72,28.46,66.15,6.61,110.46,banana
105,74,63,30.25,65.51,6.73,185.78,banana
110,78,59,24.01,75.58,5.85,124.71,banana
103,62,71,31.02,69.65,5.55,125.44,banana
116,75,58,29.88,89.67,5.9,234.41,banana
98,79,70,21.65,71.5,6.76,273.06,banana
118,53,79,24.5,64.54,5.93,175.19,banana
94,78,67,22.92,69.4,6.43,227.67,banana
101,67,55,29.56,84.05,6.2,172.33,banana
87,78,60,31.75,65.04,6.27,197.47,banana
114,58,52,22.62,80.18,5.76,244.96,banana
107,60,56,23.04,82.37,6.99,233.13,banana
100,77,69,24.52,67.47,6.06,150.93,banana
93,57,58,23.07,77.0,6.47,160.52,banana
87,68,66,20.82,85.09,6.27,205.4,banana
82,61,53,28.58,69.95,6.58,201.55,banana
111,56,79,34.55,60.66,6.7,257.61,banana
103,55,76,22.18,80.92,6.46,256.55,banana
94,60,71,22.34,67.3,6.76,141.86,banana
107,57,77,20.02,86.82,6.28,152.53,banana
108,59,77,27.26,69.47,6.68,236.36,banana
87,53,76,33.97,63.15,5.9,204.04,banana
105,74,54,31.98,81.22,5.79,173.34,banana
107,63,70,21.82,89.58,6.67,178.05,banana
86,55,77,20.06,75.03,6.08,294.42,banana
98,65,77,29.76,86.0,6.84,283.96,banana
113,59,68,31.11,82.71,6.41,133.36,banana
104,69,63,21.29,73.91,5.76,167.5,banana
119,59,53,28.25,78.59,6.5,267.26,banana
112,65,59,27.09,75.59,5.79,192.41,banana
35,21,41,37.74,52.92,6.11,113.82,mango
49,21,38,33.3,63.58,7.17,146.16,mango
27,24,51,29.1,75.31,5.89,132.69,mango
38,46,30,33.99,56.23,6.64,136.77,mango
49,27,54,25.19,59.09,6.99,146.44,mango
34,40,51,36.15,76.44,6.2,58.33,mango
43,21,43,24.25,71.1,5.54,113.12,mango
33,25,37,30.2,61.29,6.23,102.59,mango
31,36,30,31.34,70.12,6.04,77.75,mango
47,36,58,31.87,59.44,5.67,118.5,mango
38,44,42,31.64,60.78,5.66,69.33,mango
36,28,32,33.56,76.14,5.97,147.89,mango
49,41,33,31.12,57.29,6.99,66.82,mango
43,41,33,36.6,69.94,5.71,117.2,mango
25,30,52,29.85,52.19,6.05,148.0,mango
20,45,58,37.99,55.26,5.52,64.88,mango
26,29,59,37.56,66.22,6.42,144.5,mango
42,42,33,35.88,77.18,6.58,112.94,mango
37,47,57,28.99,54.93,6.51,133.02,mango
31,24,38,26.7,68.19,6.85,102.58,mango
42,40,42,35.59,79.04,7.28,110.05,mango
47,30,54,33.04,76.76,6.97,100.84,mango
49,32,36,27.92,66.95,5.68,91.37,mango
46,20,43,25.97,63.29,6.62,134.9,mango
27,42,57,36.0,70.53,7.26,70.35,mango
39,35,46,33.24,65.68,5.55,91.37,mango
48,28,33,24.67,60.57,7.21,89.61,mango
28,26,39,36.4,73.25,6.97,129.73,mango
25,45,41,30.51,51.75,6.02,93.61,mango
49,24,47,29.42,73.53,6.49,68.09,mango
30,29,53,30.87,52.27,6.74,116.59,mango
42,28,55,25.77,65.89,6.04,52.1,mango
46,39,48,26.77,54.32,7.5,112.24,mango
20,46,51,32.45,51.49,5.69,53.29,mango
42,33,53,26.68,68.46,6.31,54.11,mango
21,36,41,33.68,76.5,7.4,98.68,mango
37,32,41,28.99,57.84,7.39,122.63,mango
29,30,35,35.15,66.41,6.8,125.38,mango
36,27,37,31.39,53.81,6.68,98.25,mango
38,38,44,26.73,64.74,7.4,88.36,mango
26,36,46,32.45,58.97,6.32,71.77,mango
23,40,34,36.48,62.34,5.79,102.43,mango
48,49,36,25.12,64.23,5.52,58.48,mango
23,23,57,36.81,75.64,6.87,55.23,mango
35,20,41,24.43,52.73,7.21,113.06,mango
21,26,44,31.52,72.12,6.75,97.17,mango
48,35,36,24.93,79.96,5.55,133.52,mango
25,27,42,36.02,56.98,5.73,82.61,mango
45,26,54,27.51,70.08,7.28,95.99,mango
38,23,55,37.59,66.77,6.17,101.9,mango
28,44,30,31.83,65.08,5.79,94.21,mango
20,20,42,30.77,58.84,6.02,52.59,mango
46,36,52,24.02,58.5,7.26,109.36,mango
48,44,31,32.08,54.65,6.21,119.7,mango
32,41,34,28.78,72.43,6.6,95.24,mango
43,23,46,25.09,71.2,7.34,77.07,mango
47,27,53,31.04,69.86,7.33,137.38,mango
29,37,51,29.74,64.12,5.6,69.11,mango
46,44,43,28.22,61.52,7.21,124.9,mango
35,33,41,27.53,77.62,6.66,103.35,mango
44,42,49,26.97,65.6,6.45,75.84,mango
47,25,33,37.11,59.25,7.24,126.41,mango
32,24,35,33.42,65.91,6.83,109.02,mango
34,45,37,34.16,53.4,6.31,98.51,mango
29,20,57,37.62,58.58,5.64,84.57,mango
37,26,36,29.77,54.15,6.83,102.47,mango
45,43,53,30.39,68.29,6.01,90.71,mango
21,25,44,35.12,64.84,7.29,76.77,mango
34,32,49,34.14,55.69,7.28,93.09,mango
34,37,47,28.49,55.35,5.98,91.8,mango
45,26,35,24.92,71.88,6.62,85.9,mango
38,21,50,34.45,76.81,7.01,83.2,mango
41,39,47,35.1,58.37,6.79,137.33,mango
30,43,57,25.84,75.76,6.77,75.32,mango
45,21,45,27.65,76.27,7.0,51.76,mango
48,24,46,24.23,61.18,6.2,104.35,mango
39,29,56,35.24,62.46,6.07,78.39,mango
29,45,48,29.02,68.3,6.26,80.45,mango
43,26,36,29.31,59.08,6.42,131.8,mango
28,39,50,27.42,56.82,6.18,99.82,mango
41,37,41,25.83,50.38,5.81,120.54,mango
34,26,45,28.08,73.17,5.65,132.76,mango
24,48,46,32.05,73.6,5.53,104.97,mango
21,49,44,30.43,56.71,7.37,84.46,mango
23,24,33,33.92,55.34,7.28,94.19,mango
35,20,55,25.59,67.11,7.22,97.71,mango
20,29,50,30.07,72.43,7.5,122.49,mango
45,41,38,32.22,55.23,7.43,67.56,mango
25,42,31,37.99,58.61,6.06,65.97,mango
25,24,31,35.1,77.17,7.45,73.23,mango
34,27,55,28.02,65.34,7.11,54.99,mango
31,35,48,28.02,72.1,6.41,148.93,mango
29,26,47,29.97,66.57,6.7,77.44,mango
39,29,52,37.14,74.15,7.2,105.05,mango
48,29,51,25.75,53.2,6.88,75.98,mango
47,42,45,26.63,54.44,5.7,107.98,mango
47,29,32,31.5,73.65,7.14,145.79,mango
27,40,42,28.43,73.22,5.6,51.28,mango
39,35,38,31.12,51.64,6.57,143.57,mango
22,28,51,30.75,65.61,7.45,146.58,mango
25,67,51,9.8,75.53,5.69,146.22,grapes
27,65,67,10.67,75.35,6.88,140.41,grapes
37,68,64,11.18,80.11,5.93,108.56,grapes
37,74,67,11.63,62.56,6.86,69.36,grapes
29,72,53,23.23,72.04,6.78,93.19,grapes
26,66,68,31.44,60.58,5.99,112.8,grapes
49,74,57,26.87,71.11,5.84,137.28,grapes
45,59,58,14.02,81.45,5.97,80.64,grapes
28,77,62,23.09,62.49,6.43,84.02,grapes
27,76,58,22.35,65.42,6.23,120.42,grapes
24,58,50,14.18,69.65,6.2,144.32,grapes
30,63,55,11.19,85.26,6.22,115.94,grapes
28,52,78,35.9,71.51,6.24,139.62,grapes
45,57,59,32.05,75.88,6.22,118.06,grapes
27,77,57,27.3,67.88,5.58,73.1,grapes
36,63,68,19.32,87.1,5.6,55.82,grapes
39,52,70,16.76,65.18,6.07,141.08,grapes
27,55,64,32.37,85.98,5.76,135.05,grapes
47,53,60,9.19,72.09,6.47,119.81,grapes
45,55,59,10.81,72.81,5.69,144.76,grapes
32,62,75,25.08,71.48,6.64,80.56,grapes
28,50,63,28.19,61.41,6.35,126.33,grapes
49,79,62,29.33,89.2,6.69,74.29,grapes
30,57,69,8.21,84.58,6.04,104.08,grapes
40,66,79,36.68,75.94,6.1,145.37,grapes
34,67,77,11.79,85.28,6.04,116.05,grapes
26,64,69,10.27,77.31,6.46,134.98,grapes
31,60,78,30.46,84.84,6.66,53.88,grapes
21,71,69,29.63,70.58,5.99,97.26,grapes
24,72,78,22.12,64.72,5.55,144.69,grapes
34,50,71,28.82,64.79,6.84,90.45,grapes
37,52,59,18.37,78.65,5.56,68.68,grapes
36,54,56,28.7,71.62,6.02,133.59,grapes
42,61,79,14.25,67.51,6.71,77.97,grapes
21,72,72,8.63,61.09,6.85,57.33,grapes
39,66,55,30.2,69.29,6.79,120.05,grapes
42,62,64,9.2,89.53,6.08,65.22,grapes
28,59,53,25.57,77.6,6.17,133.61,grapes
37,79,61,12.61,85.89,5.9,109.08,grapes
30,58,79,35.98,62.35,6.53,128.5,grapes
33,50,66,22.61,86.35,6.29,142.99,grapes
42,58,71,21.91,86.64,6.18,105.59,grapes
45,75,74,36.3,75.61,6.52,127.85,grapes
43,64,72,18.13,71.64,5.86,142.45,grapes
42,66,57,20.97,78.7,5.61,100.37,grapes
20,53,50,24.7,82.15,6.0,126.51,grapes
34,62,77,16.93,60.99,6.39,102.42,grapes
41,64,59,10.57,62.73,6.88,118.93,grapes
36,61,59,25.77,85.07,5.57,73.66,grapes
36,55,57,17.65,89.95,6.99,69.12,grapes
34,56,75,27.92,75.84,6.95,122.4,grapes
24,72,52,20.24,65.74,6.28,140.81,grapes
23,64,58,8.32,81.03,5.67,127.29,grapes
27,61,71,34.38,72.3,6.22,57.05,grapes
36,74,79,13.17,82.57,6.87,105.41,grapes
49,56,72,22.59,82.16,6.8,112.63,grapes
26,58,62,31.23,79.69,6.21,107.16,grapes
21,74,52,26.78,86.74,6.26,57.71,grapes
39,68,50,15.18,68.42,6.73,108.43,grapes
38,60,79,21.85,69.43,6.37,122.99,grapes
45,67,77,22.99,73.16,6.42,112.42,grapes
46,55,63,15.87,67.25,6.22,138.68,grapes
38,70,76,18.69,63.03,6.94,115.26,grapes
37,61,53,23.04,67.01,6.11,128.01,grapes
48,53,59,22.34,74.14,5.76,64.49,grapes
25,75,57,24.8,74.59,6.26,67.64,grapes
26,52,72,15.89,66.74,6.2,76.51,grapes
38,73,64,12.07,75.55,5.67,143.4,grapes
49,54,72,21.16,82.81,6.13,144.36,grapes
21,74,72,16.02,75.27,5.72,111.17,grapes
30,54,74,11.03,60.34,6.32,147.34,grapes
32,60,77,17.07,86.85,6.96,135.93,grapes
23,66,63,18.3,76.85,5.61,126.46,grapes
29,58,76,18.16,74.2,6.42,136.88,grapes
45,74,64,37.04,83.39,5.53,109.99,grapes
43,76,54,9.41,80.06,6.79,66.29,grapes
43,53,78,21.21,85.0,6.89,112.84,grapes
46,79,66,9.52,61.32,6.58,94.45,grapes
30,60,55,32.51,72.26,5.99,124.49,grapes
24,64,76,19.59,74.55,6.03,82.07,grapes
23,51,56,8.89,62.15,6.49,93.16,grapes
32,50,50,26.18,77.11,5.58,64.05,grapes
20,54,58,23.12,76.35,5.93,144.84,grapes
20,61,54,36.86,76.42,5.6,114.28,grapes
29,59,52,12.76,74.62,6.05,113.94,grapes
43,66,77,16.79,71.21,6.5,57.2,grapes
37,52,60,16.93,83.68,5.55,146.69,grapes
34,50,65,15.92,60.16,6.5,147.26,grapes
35,79,51,21.28,88.47,5.87,103.21,grapes
44,77,78,14.24,84.4,6.61,116.16,grapes
46,61,63,25.28,76.61,5.78,55.62,grapes
48,63,70,15.02,61.49,5.9,115.42,grapes
30,65,69,19.89,80.82,6.23,101.26,grapes
49,52,58,26.59,80.27,6.67,105.67,grapes
33,66,52,22.89,76.33,5.75,126.05,grapes
45,66,62,29.5,81.18,5.85,76.96,grapes
31,53,60,33.49,74.4,6.06,99.32,grapes
32,60,78,11.17,80.82,6.28,79.81,grapes
49,59,62,11.63,62.36,6.29,90.28,grapes
38,56,58,28.52,75.06,6.67,134.13,grapes
81,27,67,29.23,62.84,7.45,57.18,watermelon
86,25,79,32.66,76.8,6.98,88.76,watermelon
96,15,60,28.25,61.97,6.88,74.34,watermelon
84,20,53,31.67,74.87,6.17,44.27,watermelon
118,13,72,29.63,75.48,6.11,81.27,watermelon
82,26,61,26.51,78.49,6.39,51.28,watermelon
107,29,68,32.21,75.81,6.97,43.31,watermelon
102,27,50,30.98,65.8,5.92,41.38,watermelon
82,12,54,36.19,60.16,5.57,94.71,watermelon
105,13,66,26.74,79.34,6.18,82.48,watermelon
100,18,72,27.19,85.01,5.89,93.56,watermelon
114,15,73,31.46,62.82,6.08,99.02,watermelon
98,23,66,35.99,78.33,5.58,94.09,watermelon
112,22,55,35.88,79.52,6.73,60.05,watermelon
108,14,55,29.01,60.6,6.67,81.93,watermelon
89,19,58,36.33,73.4,6.19,48.29,watermelon
107,28,72,34.31,67.49,7.26,88.79,watermelon
82,16,73,36.16,80.8,5.84,56.3,watermelon
111,16,50,36.05,66.39,6.84,72.57,watermelon
113,14,50,28.59,83.77,5.95,80.89,watermelon
118,10,50,27.42,66.73,6.49,97.7,watermelon
105,27,79,29.39,76.48,7.0,87.04,watermelon
105,18,59,32.28,81.86,6.21,76.76,watermelon
112,27,73,36.0,72.83,6.04,63.05,watermelon
104,24,71,31.5,85.21,6.9,87.34,watermelon
99,17,59,35.8,68.77,7.25,86.31,watermelon
99,19,58,27.17,61.4,7.06,55.16,watermelon
109,29,52,26.37,77.18,6.5,91.34,watermelon
96,14,62,33.78,76.28,5.97,74.42,watermelon
111,23,52,33.2,70.49,6.09,63.56,watermelon
90,17,74,35.67,61.13,6.23,72.54,watermelon
93,10,59,28.87,72.36,5.95,95.95,watermelon
95,29,50,33.73,71.83,5.5,47.21,watermelon
96,21,74,29.98,66.66,7.15,76.5,watermelon
91,15,58,35.92,81.75,7.29,47.05,watermelon
98,17,52,28.01,82.05,6.11,50.56,watermelon
110,10,64,29.16,80.11,5.88,77.49,watermelon
117,18,56,32.83,68.87,7.28,90.44,watermelon
101,25,69,33.3,61.52,7.35,97.7,watermelon
92,17,73,32.36,64.72,6.88,70.81,watermelon
88,18,67,36.72,82.52,6.48,76.19,watermelon
113,23,52,35.89,86.48,7.34,46.27,watermelon
102,19,74,37.67,61.39,6.21,52.77,watermelon
101,26,72,26.56,74.51,6.87,86.74,watermelon
101,20,62,35.55,84.24,5.88,46.61,watermelon
110,18,76,36.05,81.79,7.18,57.94,watermelon
109,18,55,28.61,79.28,6.89,92.26,watermelon
94,22,62,27.27,69.67,7.45,99.18,watermelon
115,19,50,37.54,62.21,5.61,96.25,watermelon
86,13,52,32.22,82.19,6.5,56.34,watermelon
117,17,50,32.4,82.15,5.78,92.95,watermelon
94,10,58,31.01,85.34,7.3,55.88,watermelon
92,10,54,34.76,79.34,6.21,42.95,watermelon
98,24,71,34.91,76.12,7.18,42.01,watermelon
93,23,71,32.56,61.66,5.79,81.72,watermelon
81,22,78,37.81,76.62,7.36,40.32,watermelon
101,25,78,37.07,61.64,6.34,82.45,watermelon
87,13,60,25.01,84.3,5.68,78.03,watermelon
100,28,77,32.54,64.88,6.85,48.01,watermelon
110,28,67,32.79,65.14,6.98,58.16,watermelon
80,13,74,30.8,84.46,7.28,71.16,watermelon
101,27,55,32.27,60.44,5.66,74.63,watermelon
86,26,67,28.67,71.34,5.71,83.14,watermelon
108,10,78,29.22,70.03,5.55,60.46,watermelon
86,23,52,30.69,87.98,6.76,57.3,watermelon
119,16,63,30.19,85.57,6.5,80.73,watermelon
98,10,53,32.85,88.02,5.91,48.81,watermelon
85,21,72,28.43,61.13,5.75,99.18,watermelon
92,24,61,29.96,89.72,6.0,70.39,watermelon
106,12,75,27.9,61.7,5.71,65.89,watermelon
110,14,76,28.3,88.22,7.31,74.01,watermelon
111,27,66,32.03,81.46,6.61,91.28,watermelon
91,12,60,29.37,76.82,5.69,52.03,watermelon
110,13,71,36.4,64.75,6.41,76.34,watermelon
96,23,58,32.39,73.19,5.63,67.88,watermelon
92,28,71,31.42,63.55,5.53,58.19,watermelon
86,24,77,28.84,74.87,6.34,64.63,watermelon
92,17,58,36.46,72.28,6.08,40.87,watermelon
85,21,59,30.59,89.53,6.1,75.98,watermelon
86,18,57,36.6,76.07,6.59,79.23,watermelon
101,13,74,25.58,61.62,6.41,72.98,watermelon
107,12,62,35.69,66.3,6.29,59.0,watermelon
106,12,69,34.2,74.49,7.29,98.96,watermelon
91,24,70,36.5,77.31,5.94,56.15,watermelon
92,21,50,37.9,63.91,7.09,63.69,watermelon
95,20,73,30.37,76.12,5.6,40.14,watermelon
111,18,78,30.81,74.18,6.79,46.48,watermelon
86,21,71,26.03,88.21,6.02,91.2,watermelon
106,24,57,27.19,84.65,7.04,75.8,watermelon
94,15,50,26.58,75.29,6.67,61.56,watermelon
95,25,59,33.42,66.29,5.79,94.26,watermelon
109,21,63,35.27,79.91,6.19,50.28,watermelon
105,24,64,25.74,86.81,6.56,80.16,watermelon
107,16,79,28.17,82.9,6.67,55.67,watermelon
118,13,78,26.67,60.78,6.88,76.25,watermelon
98,14,76,26.1,67.78,5.54,42.15,watermelon
86,26,74,30.34,60.55,6.04,88.28,watermelon
84,12,76,30.81,69.29,6.47,59.38,watermelon
108,12,78,35.3,85.16,6.81,53.71,watermelon
91,20,51,32.28,88.83,6.75,55.57,watermelon
102,27,69,34.56,69.1,6.52,59.64,muskmelon
102,29,65,35.67,62.77,7.01,22.26,muskmelon
93,13,66,33.28,66.64,7.02,50.89,muskmelon
81,15,71,30.93,86.82,6.75,53.67,muskmelon
99,19,78,30.91,82.35,6.32,20.43,muskmelon
87,16,55,25.77,78.33,6.57,51.76,muskmelon
104,23,52,28.53,85.65,6.52,58.92,muskmelon
96,10,75,25.53,81.15,6.68,24.03,muskmelon
110,12,50,36.31,64.16,6.19,27.03,muskmelon
111,21,62,35.06,70.75,6.27,45.71,muskmelon
101,16,72,26.59,73.0,6.6,57.52,muskmelon
81,16,66,35.66,66.28,6.36,25.2,muskmelon
112,11,78,29.31,68.47,6.83,49.22,muskmelon
89,24,59,31.32,69.41,6.21,28.55,muskmelon
115,18,65,30.82,75.91,6.62,54.02,muskmelon
95,13,71,36.21,73.3,6.88,59.04,muskmelon
90,12,69,30.32,82.45,6.17,29.9,muskmelon
105,21,63,30.02,88.63,7.37,58.49,muskmelon
115,11,75,35.02,74.99,6.46,58.95,muskmelon
96,23,71,29.3,82.21,6.47,53.07,muskmelon
104,25,67,37.86,80.37,7.48,21.15,muskmelon
111,22,76,37.14,86.02,6.35,51.13,muskmelon
81,15,54,31.18,83.72,6.2,32.42,muskmelon
88,19,65,26.56,81.11,6.97,34.96,muskmelon
84,15,76,36.97,69.63,6.38,41.37,muskmelon
83,17,76,37.26,83.85,6.27,48.48,muskmelon
115,15,60,33.81,77.16,6.72,39.66,muskmelon
96,24,79,29.72,61.57,7.03,37.45,muskmelon
80,13,77,35.43,74.59,6.45,45.52,muskmelon
85,10,57,27.57,64.02,6.08,54.73,muskmelon
98,19,73,37.88,75.71,6.31,33.39,muskmelon
89,15,66,34.04,63.61,6.35,34.03,muskmelon
87,22,78,33.96,77.01,7.03,20.11,muskmelon
112,27,54,29.9,79.92,6.38,25.08,muskmelon
104,11,56,27.05,65.22,7.14,20.63,muskmelon
91,26,65,31.59,76.88,6.47,31.8,muskmelon
113,16,62,36.67,70.5,6.83,34.38,muskmelon
94,15,69,27.64,73.56,7.2,43.62,muskmelon
111,14,79,33.18,64.58,7.07,47.09,muskmelon
103,11,62,30.89,80.53,6.54,46.71,muskmelon
82,12,69,35.28,84.09,7.07,28.17,muskmelon
115,10,75,26.34,65.42,6.2,33.11,muskmelon
110,21,65,25.45,69.6,6.89,44.19,muskmelon
116,25,58,34.05,70.27,6.16,22.79,muskmelon
89,18,53,34.65,75.29,6.63,35.92,muskmelon
112,11,62,27.93,60.75,7.08,52.41,muskmelon
90,21,78,25.23,62.24,6.77,58.78,muskmelon
115,14,54,35.03,85.24,6.93,45.78,muskmelon
81,27,58,25.26,74.38,6.77,29.61,muskmelon
84,21,50,27.61,65.36,6.51,36.74,muskmelon
82,19,76,28.52,60.88,6.91,35.83,muskmelon
102,12,72,26.02,65.16,6.09,24.22,muskmelon
104,17,58,30.74,61.95,7.24,25.04,muskmelon
100,13,57,31.04,82.33,6.93,52.12,muskmelon
83,17,73,31.32,73.88,7.18,52.86,muskmelon
106,25,72,25.16,86.39,6.07,49.25,muskmelon
87,16,51,33.41,84.9,6.07,54.1,muskmelon
96,21,55,29.52,86.76,6.71,41.11,muskmelon
103,25,69,25.13,78.79,7.06,46.03,muskmelon
107,26,63,30.83,61.89,6.71,47.57,muskmelon
94,27,52,31.09,68.81,6.42,40.01,muskmelon
118,17,68,31.69,65.12,6.99,54.1,muskmelon
109,21,77,29.33,77.85,6.14,44.24,muskmelon
85,28,68,34.3,83.64,7.06,43.59,muskmelon
108,25,54,31.49,87.95,6.87,41.54,muskmelon
118,29,55,25.05,67.25,6.76,35.2,muskmelon
80,13,68,37.96,83.17,7.14,58.21,muskmelon
87,20,65,34.7,71.35,6.71,45.22,muskmelon
105,24,55,26.69,69.28,6.18,59.43,muskmelon
111,25,50,25.39,81.38,6.07,30.65,muskmelon
111,23,62,30.85,60.66,6.96,36.56,muskmelon
106,22,58,32.06,67.8,6.88,30.45,muskmelon
93,17,65,26.53,83.57,7.01,24.6,muskmelon
92,18,73,26.84,79.29,6.57,58.27,muskmelon
87,22,57,28.51,84.11,7.49,30.11,muskmelon
118,24,65,37.53,62.87,6.03,22.23,muskmelon
99,22,57,34.38,80.31,6.78,51.28,muskmelon
118,24,78,25.04,67.44,7.39,57.29,muskmelon
92,21,54,26.19,75.42,6.35,27.25,muskmelon
119,26,57,37.23,86.02,6.43,33.32,muskmelon
103,10,56,25.29,86.07,6.83,44.35,muskmelon
95,19,71,26.99,82.0,6.0,43.85,muskmelon
101,26,70,36.49,73.56,7.29,21.94,muskmelon
100,27,52,30.95,85.39,6.68,36.98,muskmelon
100,14,55,26.4,74.63,7.05,41.2,muskmelon
100,17,74,36.82,60.54,6.84,51.49,muskmelon
107,23,53,37.43,82.02,6.99,52.68,muskmelon
117,20,57,30.17,75.41,7.2,34.95,muskmelon
91,21,65,36.89,62.73,6.97,36.53,muskmelon
93,19,61,32.32,70.7,6.43,30.28,muskmelon
88,29,60,28.81,62.38,6.73,32.58,muskmelon
107,25,58,30.04,68.61,6.4,54.44,muskmelon
100,15,60,29.27,79.78,6.44,28.63,muskmelon
97,28,52,36.51,66.65,6.7,38.81,muskmelon
102,11,58,35.37,76.14,6.46,25.8,muskmelon
117,13,73,36.79,82.21,6.81,41.19,muskmelon
88,26,71,30.24,60.04,6.75,50.11,muskmelon
109,19,57,30.87,72.24,7.03,29.99,muskmelon
89,29,58,30.44,87.33,7.49,24.24,muskmelon
93,17,55,37.46,62.93,6.02,26.44,muskmelon
20,142,127,12.06,85.45,5.53,160.45,apple
48,124,125,6.8,80.6,6.51,122.15,apple
20,137,144,6.94,84.27,6.7,145.7,apple
34,110,146,8.6,71.36,6.13,154.66,apple
28,148,133,7.34,87.82,6.38,140.77,apple
40,110,143,9.91,66.83,6.38,137.15,apple
48,103,125,3.74,86.41,6.15,141.21,apple
46,107,113,13.41,81.21,5.77,125.22,apple
33,118,127,5.31,75.37,6.32,103.43,apple
42,115,130,3.45,81.3,6.3,114.38,apple
39,112,112,23.69,86.45,6.09,168.66,apple
38,103,121,2.09,66.69,5.78,142.8,apple
27,132,111,0.29,68.79,5.51,137.62,apple
26,143,107,11.31,77.2,6.89,182.84,apple
25,132,121,17.96,87.18,6.8,167.41,apple
30,139,136,19.34,68.68,6.5,142.66,apple
29,118,107,1.53,60.95,5.89,190.07,apple
23,116,123,18.09,66.6,6.08,186.57,apple
31,148,123,8.54,68.52,5.76,174.33,apple
27,119,107,6.76,74.42,6.17,112.08,apple
32,120,146,14.38,72.56,6.15,105.39,apple
38,111,135,2.49,63.71,5.65,160.97,apple
24,116,113,19.97,70.84,5.82,138.51,apple
44,121,147,17.68,63.41,6.71,125.32,apple
39,125,142,19.3,83.76,5.69,139.86,apple
36,146,120,20.31,74.71,5.56,153.53,apple
25,115,125,2.67,68.36,6.66,135.12,apple
49,125,144,10.46,73.57,5.52,111.7,apple
40,134,131,8.2,88.94,6.26,162.76,apple
39,119,147,0.56,75.01,6.23,115.78,apple
48,118,143,6.2,74.42,6.99,168.67,apple
43,119,113,18.43,61.22,5.68,120.31,apple
35,106,126,0.88,78.61,5.94,108.64,apple
34,135,106,13.85,70.27,5.63,199.28,apple
35,123,139,16.87,64.1,6.13,138.54,apple
48,105,123,6.29,70.29,6.12,172.04,apple
49,117,144,1.01,75.09,6.38,192.02,apple
36,140,112,20.49,67.26,6.81,101.9,apple
37,104,118,12.29,89.77,6.48,106.13,apple
36,121,112,0.7,80.69,6.22,112.43,apple
42,136,118,14.59,63.14,6.18,123.88,apple
45,139,145,14.77,60.38,6.54,141.8,apple
22,127,128,8.41,87.51,5.7,167.15,apple
24,138,110,13.44,64.61,6.69,191.49,apple
32,113,148,22.4,88.15,6.87,154.64,apple
31,137,105,16.75,69.33,5.65,127.25,apple
21,126,130,20.37,68.95,6.4,150.28,apple
27,113,132,1.8,88.3,6.05,191.26,apple
46,103,119,8.73,75.94,6.81,168.74,apple
31,140,137,23.67,81.97,6.67,187.25,apple
29,139,130,3.46,89.24,6.41,173.5,apple
31,147,124,0.92,78.46,6.74,115.75,apple
36,122,113,3.94,63.7,6.97,139.37,apple
23,138,133,2.58,66.18,5.72,179.69,apple
27,107,139,8.79,82.67,6.95,111.45,apple
33,121,122,7.28,85.92,6.67,193.08,apple
47,119,132,6.59,84.72,5.51,156.48,apple
24,103,133,15.48,85.54,6.41,185.32,apple
47,114,130,15.32,79.64,6.93,177.52,apple
36,120,108,17.67,77.14,5.6,111.64,apple
48,114,100,9.46,67.96,5.75,169.38,apple
47,121,112,15.45,69.98,6.63,164.87,apple
35,109,110,14.69,71.21,6.55,183.57,apple
